IID	Ethnicity
NA19445	1000g_AFR
NA19446	1000g_AFR
NA19448	1000g_AFR
NA19449	1000g_AFR
NA19451	1000g_AFR
NA19452	1000g_AFR
NA19454	1000g_AFR
NA19455	1000g_AFR
NA19456	1000g_AFR
NA19457	1000g_AFR
NA19461	1000g_AFR
NA19462	1000g_AFR
NA19463	1000g_AFR
NA19466	1000g_AFR
NA19467	1000g_AFR
NA19468	1000g_AFR
NA19471	1000g_AFR
NA19472	1000g_AFR
NA19473	1000g_AFR
NA19474	1000g_AFR
NA19475	1000g_AFR
NA19625	1000g_AFR
NA19648	1000g_AMR
NA19649	1000g_AMR
NA19651	1000g_AMR
NA19652	1000g_AMR
NA19654	1000g_AMR
NA19655	1000g_AMR
NA19657	1000g_AMR
NA19658	1000g_AMR
NA19661	1000g_AMR
NA19663	1000g_AMR
NA19664	1000g_AMR
NA19669	1000g_AMR
NA19670	1000g_AMR
NA19676	1000g_AMR
NA19678	1000g_AMR
NA19679	1000g_AMR
NA19681	1000g_AMR
NA19682	1000g_AMR
NA19684	1000g_AMR
NA19700	1000g_AFR
NA19701	1000g_AFR
NA19703	1000g_AFR
NA19704	1000g_AFR
NA19707	1000g_AFR
NA19711	1000g_AFR
NA19712	1000g_AFR
NA19713	1000g_AFR
NA19716	1000g_AMR
NA19717	1000g_AMR
NA19719	1000g_AMR
NA19720	1000g_AMR
NA19722	1000g_AMR
NA19723	1000g_AMR
NA19725	1000g_AMR
NA19726	1000g_AMR
NA19728	1000g_AMR
NA19729	1000g_AMR
NA19731	1000g_AMR
NA19732	1000g_AMR
NA19734	1000g_AMR
NA19735	1000g_AMR
NA19740	1000g_AMR
NA19741	1000g_AMR
NA19746	1000g_AMR
NA19747	1000g_AMR
NA19749	1000g_AMR
NA19750	1000g_AMR
NA19752	1000g_AMR
NA19755	1000g_AMR
NA19756	1000g_AMR
NA19758	1000g_AMR
NA19759	1000g_AMR
NA19761	1000g_AMR
NA19762	1000g_AMR
NA19764	1000g_AMR
NA19770	1000g_AMR
NA19771	1000g_AMR
NA19773	1000g_AMR
NA19774	1000g_AMR
NA19776	1000g_AMR
NA19777	1000g_AMR
NA19779	1000g_AMR
NA19780	1000g_AMR
NA19782	1000g_AMR
NA19783	1000g_AMR
NA19785	1000g_AMR
NA19786	1000g_AMR
NA19788	1000g_AMR
NA19789	1000g_AMR
NA19792	1000g_AMR
NA19794	1000g_AMR
NA19795	1000g_AMR
NA19818	1000g_AFR
NA19819	1000g_AFR
NA19834	1000g_AFR
NA19835	1000g_AFR
NA19900	1000g_AFR
NA19901	1000g_AFR
NA19904	1000g_AFR
NA19908	1000g_AFR
NA19909	1000g_AFR
NA19913	1000g_AFR
NA19914	1000g_AFR
NA19916	1000g_AFR
NA19917	1000g_AFR
NA19920	1000g_AFR
NA19921	1000g_AFR
NA19922	1000g_AFR
NA19923	1000g_AFR
NA19982	1000g_AFR
NA19984	1000g_AFR
NA20126	1000g_AFR
NA20127	1000g_AFR
NA20274	1000g_AFR
NA20276	1000g_AFR
NA20278	1000g_AFR
NA20281	1000g_AFR
NA20282	1000g_AFR
NA20287	1000g_AFR
NA20289	1000g_AFR
NA20291	1000g_AFR
NA20294	1000g_AFR
NA20296	1000g_AFR
NA20298	1000g_AFR
NA20299	1000g_AFR
NA20314	1000g_AFR
NA20317	1000g_AFR
NA20318	1000g_AFR
NA20320	1000g_AFR
NA20321	1000g_AFR
NA20332	1000g_AFR
NA20334	1000g_AFR
NA20339	1000g_AFR
NA20340	1000g_AFR
NA20342	1000g_AFR
NA20346	1000g_AFR
NA20348	1000g_AFR
NA20351	1000g_AFR
NA20355	1000g_AFR
NA20356	1000g_AFR
NA20357	1000g_AFR
NA20359	1000g_AFR
NA20362	1000g_AFR
NA20412	1000g_AFR
NA20502	1000g_EUR
NA20503	1000g_EUR
NA20504	1000g_EUR
NA20505	1000g_EUR
NA20506	1000g_EUR
NA20507	1000g_EUR
NA20508	1000g_EUR
NA20509	1000g_EUR
NA20510	1000g_EUR
NA20511	1000g_EUR
NA20512	1000g_EUR
NA20513	1000g_EUR
NA20514	1000g_EUR
NA20515	1000g_EUR
NA20516	1000g_EUR
NA20517	1000g_EUR
NA20518	1000g_EUR
NA20519	1000g_EUR
NA20520	1000g_EUR
NA20521	1000g_EUR
NA20522	1000g_EUR
NA20524	1000g_EUR
NA20525	1000g_EUR
NA20527	1000g_EUR
NA20528	1000g_EUR
NA20529	1000g_EUR
NA20530	1000g_EUR
NA20531	1000g_EUR
NA20532	1000g_EUR
NA20533	1000g_EUR
NA20534	1000g_EUR
NA20535	1000g_EUR
NA20536	1000g_EUR
NA20538	1000g_EUR
NA20539	1000g_EUR
NA20540	1000g_EUR
NA20541	1000g_EUR
NA20542	1000g_EUR
NA20543	1000g_EUR
NA20544	1000g_EUR
NA20581	1000g_EUR
NA20582	1000g_EUR
NA20585	1000g_EUR
NA20586	1000g_EUR
NA20587	1000g_EUR
NA20588	1000g_EUR
NA20589	1000g_EUR
NA20752	1000g_EUR
NA20753	1000g_EUR
NA20754	1000g_EUR
NA20755	1000g_EUR
NA20756	1000g_EUR
NA20757	1000g_EUR
NA20758	1000g_EUR
NA20759	1000g_EUR
NA20760	1000g_EUR
NA20761	1000g_EUR
NA20762	1000g_EUR
NA20763	1000g_EUR
NA20764	1000g_EUR
NA20765	1000g_EUR
NA20766	1000g_EUR
NA20767	1000g_EUR
NA20768	1000g_EUR
NA20769	1000g_EUR
NA20770	1000g_EUR
NA20771	1000g_EUR
NA20772	1000g_EUR
NA20773	1000g_EUR
NA20774	1000g_EUR
NA20775	1000g_EUR
NA20778	1000g_EUR
NA20783	1000g_EUR
NA20785	1000g_EUR
NA20786	1000g_EUR
NA20787	1000g_EUR
NA20790	1000g_EUR
NA20792	1000g_EUR
NA20795	1000g_EUR
NA20796	1000g_EUR
NA20797	1000g_EUR
NA20798	1000g_EUR
NA20799	1000g_EUR
NA20800	1000g_EUR
NA20801	1000g_EUR
NA20802	1000g_EUR
NA20803	1000g_EUR
NA20804	1000g_EUR
NA20805	1000g_EUR
NA20806	1000g_EUR
NA20807	1000g_EUR
NA20808	1000g_EUR
NA20809	1000g_EUR
NA20810	1000g_EUR
NA20811	1000g_EUR
NA20812	1000g_EUR
NA20813	1000g_EUR
NA20814	1000g_EUR
NA20815	1000g_EUR
NA20818	1000g_EUR
NA20819	1000g_EUR
NA20821	1000g_EUR
NA20822	1000g_EUR
NA20826	1000g_EUR
NA20827	1000g_EUR
NA20828	1000g_EUR
NA20832	1000g_EUR
NA20845	1000g_SAS
NA20846	1000g_SAS
NA20847	1000g_SAS
NA20849	1000g_SAS
NA20850	1000g_SAS
NA20851	1000g_SAS
NA20852	1000g_SAS
NA20853	1000g_SAS
NA20854	1000g_SAS
NA20856	1000g_SAS
NA20858	1000g_SAS
NA20859	1000g_SAS
NA20861	1000g_SAS
NA20862	1000g_SAS
NA20863	1000g_SAS
NA20864	1000g_SAS
NA20866	1000g_SAS
NA20867	1000g_SAS
NA20868	1000g_SAS
NA20869	1000g_SAS
NA20870	1000g_SAS
NA20872	1000g_SAS
NA20874	1000g_SAS
NA20875	1000g_SAS
NA20876	1000g_SAS
NA20877	1000g_SAS
NA20878	1000g_SAS
NA20881	1000g_SAS
NA20882	1000g_SAS
NA20884	1000g_SAS
NA20885	1000g_SAS
NA20886	1000g_SAS
NA20887	1000g_SAS
NA20888	1000g_SAS
NA20889	1000g_SAS
NA20890	1000g_SAS
NA20891	1000g_SAS
NA20892	1000g_SAS
NA20894	1000g_SAS
NA20895	1000g_SAS
NA20896	1000g_SAS
NA20897	1000g_SAS
NA20899	1000g_SAS
NA20900	1000g_SAS
NA20901	1000g_SAS
NA20902	1000g_SAS
NA20903	1000g_SAS
NA20904	1000g_SAS
NA20905	1000g_SAS
NA20906	1000g_SAS
NA20908	1000g_SAS
NA20910	1000g_SAS
NA20911	1000g_SAS
NA21086	1000g_SAS
NA21087	1000g_SAS
NA21088	1000g_SAS
NA21089	1000g_SAS
NA21090	1000g_SAS
NA21091	1000g_SAS
NA21092	1000g_SAS
NA21093	1000g_SAS
NA21094	1000g_SAS
NA21095	1000g_SAS
NA21097	1000g_SAS
NA21098	1000g_SAS
NA21099	1000g_SAS
NA21100	1000g_SAS
NA21101	1000g_SAS
NA21102	1000g_SAS
NA21103	1000g_SAS
NA21104	1000g_SAS
NA21105	1000g_SAS
NA21106	1000g_SAS
NA21107	1000g_SAS
NA21108	1000g_SAS
NA21109	1000g_SAS
NA21110	1000g_SAS
NA21111	1000g_SAS
NA21112	1000g_SAS
NA21113	1000g_SAS
NA21114	1000g_SAS
NA21115	1000g_SAS
NA21116	1000g_SAS
NA21117	1000g_SAS
NA21118	1000g_SAS
NA21119	1000g_SAS
NA21120	1000g_SAS
NA21122	1000g_SAS
NA21123	1000g_SAS
NA21124	1000g_SAS
NA21125	1000g_SAS
NA21126	1000g_SAS
NA21127	1000g_SAS
NA21128	1000g_SAS
NA21129	1000g_SAS
NA21130	1000g_SAS
NA21133	1000g_SAS
NA21135	1000g_SAS
NA21137	1000g_SAS
NA21141	1000g_SAS
NA21142	1000g_SAS
NA21143	1000g_SAS
NA21144	1000g_SAS
